0 0.122624 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.005 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.01 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.015 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.02 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.025 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.03 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.035 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.04 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.045 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.05 0.122697 -0.135342 -1.89044 0.26236 0.727448 -6.47958e-05
0.055 0.122697 -0.135342 -1.89044 0.26236 0.727301 -6.47958e-05
0.06 0.122697 -0.135342 -1.89044 0.26236 0.727301 -6.47958e-05
0.065 0.122697 -0.135342 -1.89044 0.26236 0.727301 -6.47958e-05
0.07 0.122697 -0.135342 -1.89044 0.26236 0.727301 -6.47958e-05
0.075 0.122697 -0.135342 -1.89044 0.26236 0.727301 -6.47958e-05
0.08 0.122697 -0.135342 -1.89044 0.26236 0.727301 -6.47958e-05
0.085 0.122697 -0.135342 -1.89044 0.26236 0.727301 -6.47958e-05
0.09 0.122697 -0.135342 -1.89044 0.26236 0.727301 -6.47958e-05
0.095 0.122697 -0.135342 -1.89044 0.26236 0.727301 8.18118e-05
0.1 0.122697 -0.135342 -1.89044 0.26236 0.727301 8.18118e-05
0.105 0.122697 -0.135342 -1.89044 0.26236 0.727301 8.18118e-05
0.11 0.122697 -0.135342 -1.89044 0.26236 0.727301 8.18118e-05
0.115 0.122697 -0.135342 -1.89044 0.26236 0.727301 4.09057e-05
0.12 0.122697 -0.135342 -1.89044 0.26236 0.727301 4.09057e-05
0.125 0.122697 -0.135342 -1.89044 0.26236 0.727301 4.09057e-05
0.13 0.122697 -0.135342 -1.89044 0.26236 0.727256 4.09057e-05
0.135 0.122697 -0.135342 -1.89044 0.26236 0.727256 4.09057e-05
0.14 0.122697 -0.135342 -1.89044 0.26236 0.727256 4.09057e-05
0.145 0.122697 -0.135342 -1.89044 0.26236 0.727256 4.09057e-05
0.15 0.12265 -0.135342 -1.89044 0.26236 0.727256 4.09057e-05
0.155 0.12265 -0.135342 -1.89044 0.26236 0.727256 4.09057e-05
0.16 0.12265 -0.135342 -1.89044 0.26236 0.727256 4.09057e-05
0.165 0.12265 -0.135342 -1.89018 0.26236 0.727256 4.09057e-05
0.17 0.12265 -0.135342 -1.89018 0.26236 0.727256 4.09057e-05
0.175 0.12265 -0.135342 -1.89018 0.26236 0.727256 8.18118e-05
0.18 0.12265 -0.135342 -1.89018 0.26236 0.727256 8.18118e-05
0.185 0.12265 -0.135342 -1.89018 0.26236 0.727256 8.18118e-05
0.19 0.12265 -0.135294 -1.89018 0.26236 0.727256 8.18118e-05
0.195 0.12265 -0.135294 -1.89018 0.26236 0.727256 8.18118e-05
0.2 0.122602 -0.135294 -1.89018 0.26236 0.727256 8.18118e-05
0.205 0.122602 -0.135294 -1.89018 0.26236 0.727211 8.18118e-05
0.21 0.122602 -0.135294 -1.89018 0.26236 0.727211 8.18118e-05
0.215 0.122602 -0.135294 -1.89018 0.26236 0.727211 8.18118e-05
0.22 0.122602 -0.135247 -1.89018 0.26236 0.727211 8.18118e-05
0.225 0.122555 -0.135199 -1.89018 0.26236 0.727166 8.18118e-05
0.23 0.122555 -0.135105 -1.89018 0.26236 0.727166 8.18118e-05
0.235 0.122555 -0.135105 -1.89023 0.26236 0.727121 8.18118e-05
0.24 0.122507 -0.135057 -1.89023 0.26236 0.727121 0.000122718
0.245 0.122507 -0.13501 -1.89023 0.26236 0.727121 0.000122718
0.25 0.122507 -0.134962 -1.89023 0.26236 0.727076 8.18118e-05
0.255 0.122507 -0.134962 -1.89023 0.26236 0.727076 0.000245436
0.26 0.122507 -0.134915 -1.89023 0.26236 0.727031 0.000163624
0.265 0.122507 -0.134867 -1.89023 0.26236 0.726986 0.000163624
0.27 0.122507 -0.134867 -1.89023 0.26236 0.726986 0.000245436
0.275 0.122507 -0.134867 -1.89023 0.26236 0.726941 0.00020453
0.28 0.122507 -0.134773 -1.89023 0.26236 0.726941 0.000245436
0.285 0.12246 -0.134725 -1.89023 0.262507 0.726851 0.000245436
0.29 0.12246 -0.134678 -1.89023 0.262445 0.726851 0.00020453
0.295 0.12246 -0.134678 -1.89023 0.262445 0.726806 0.000245436
0.3 0.12246 -0.13463 -1.89023 0.262445 0.726761 0.000245436
0.305 0.12246 -0.134583 -1.89023 0.262445 0.726761 0.00020453
0.31 0.122413 -0.134536 -1.89023 0.262445 0.726716 0.000245436
0.315 0.122413 -0.134488 -1.89023 0.262445 0.726671 0.00020453
0.32 0.122413 -0.134441 -1.89023 0.262445 0.726626 0.000245436
0.325 0.122365 -0.134393 -1.89023 0.262445 0.726581 0.000245436
0.33 0.122365 -0.134393 -1.89023 0.262445 0.726536 0.000245436
0.335 0.122318 -0.134298 -1.89023 0.262445 0.726491 0.000286343
0.34 0.12227 -0.134251 -1.89023 0.262445 0.726356 0.000245436
0.345 0.12227 -0.134204 -1.89023 0.262445 0.726311 0.000245436
0.35 0.122223 -0.134156 -1.89023 0.262445 0.726221 0.000286343
0.355 0.122176 -0.134109 -1.89023 0.262445 0.726131 0.000286343
0.36 0.122176 -0.134061 -1.89023 0.262445 0.726086 0.000286343
0.365 0.122128 -0.134014 -1.89023 0.262445 0.726041 0.000286343
0.37 0.122081 -0.133967 -1.89023 0.262445 0.725951 0.000286343
0.375 0.122081 -0.133919 -1.89023 0.262445 0.725906 0.000286343
0.38 0.122033 -0.133872 -1.89023 0.262445 0.725861 0.000286343
0.385 0.121986 -0.133777 -1.89023 0.262445 0.725816 0.000286343
0.39 0.121986 -0.13373 -1.89023 0.262445 0.725771 0.000286343
0.395 0.121939 -0.133682 -1.89023 0.262445 0.725681 0.000286343
0.4 0.121891 -0.133587 -1.89023 0.262445 0.725591 0.000286343
0.405 0.121891 -0.13354 -1.89023 0.262445 0.725546 0.000286343
0.41 0.121844 -0.133492 -1.89023 0.262445 0.725501 0.000327249
0.415 0.121796 -0.133445 -1.89023 0.262445 0.725412 0.000327249
0.42 0.121749 -0.133398 -1.89023 0.262445 0.725367 0.000327249
0.425 0.121701 -0.13335 -1.89023 0.262445 0.725322 0.000368155
0.43 0.121701 -0.133303 -1.89023 0.262445 0.725187 0.000368155
0.435 0.121654 -0.133208 -1.89023 0.262445 0.725097 0.000327249
0.44 0.121607 -0.133161 -1.89023 0.262384 0.725052 0.000368155
0.445 0.121559 -0.133113 -1.89023 0.262384 0.724962 0.000368155
0.45 0.121559 -0.133066 -1.89023 0.262384 0.724917 0.000409061
0.455 0.121512 -0.132971 -1.89023 0.262384 0.724827 0.000449967
0.46 0.121512 -0.132923 -1.89023 0.262384 0.724737 0.000449967
0.465 0.121417 -0.132829 -1.89023 0.262384 0.724647 0.000490873
0.47 0.121417 -0.132781 -1.89023 0.262384 0.724602 0.000490873
0.475 0.12137 -0.132734 -1.89023 0.262384 0.724512 0.000490873
0.48 0.121275 -0.132592 -1.89018 0.262384 0.724422 0.00053178
0.485 0.121227 -0.132544 -1.89018 0.262384 0.724332 0.00053178
0.49 0.12118 -0.132497 -1.89018 0.262384 0.724242 0.00053178
0.495 0.12118 -0.132402 -1.89018 0.262384 0.724152 0.000572686
0.5 0.121085 -0.132355 -1.89018 0.262384 0.724062 0.000572686
0.505 0.121085 -0.132307 -1.89018 0.262384 0.723972 0.000613592
0.51 0.121038 -0.132212 -1.89018 0.262323 0.723882 0.000613592
0.515 0.12099 -0.132212 -1.89018 0.262323 0.723837 0.000654498
0.52 0.120943 -0.13207 -1.89018 0.262323 0.723747 0.000654498
0.525 0.120895 -0.132023 -1.89018 0.262323 0.723657 0.000695404
0.53 0.120848 -0.131975 -1.89018 0.262323 0.723567 0.000695404
0.535 0.120801 -0.13188 -1.89018 0.262323 0.723477 0.00073631
0.54 0.120753 -0.131833 -1.89018 0.262323 0.723387 0.00073631
0.545 0.120706 -0.131786 -1.89018 0.262323 0.723297 0.000777216
0.55 0.120658 -0.131643 -1.89018 0.262323 0.723207 0.000818123
0.555 0.120611 -0.131596 -1.89018 0.262323 0.723117 0.000859029
0.56 0.120564 -0.131548 -1.89018 0.262323 0.723027 0.000859029
0.565 0.120516 -0.131406 -1.89018 0.262323 0.722937 0.000899935
0.57 0.120469 -0.131359 -1.89018 0.262323 0.722802 0.000899935
0.575 0.120421 -0.131264 -1.89018 0.262323 0.722757 0.000940841
0.58 0.120374 -0.131217 -1.89013 0.262261 0.722667 0.000981747
0.585 0.120326 -0.131122 -1.89013 0.262261 0.722577 0.000981747
0.59 0.120206 -0.131221 -1.89039 0.262176 0.722723 0.00102265
0.595 0.120279 -0.131027 -1.89039 0.262176 0.722757 0.00106356
0.6 0.120279 -0.131027 -1.89034 0.262299 0.722892 0.00110447
0.605 0.120279 -0.131027 -1.89034 0.262299 0.722892 0.00110447
0.61 0.120232 -0.130932 -1.89008 0.26236 0.722892 0.00114537
0.615 0.120232 -0.130885 -1.89008 0.26236 0.722892 0.00118628
0.62 0.120184 -0.130837 -1.89008 0.26236 0.722892 0.00122718
0.625 0.120137 -0.130695 -1.89008 0.26236 0.722847 0.00122718
0.63 0.120089 -0.1306 -1.89008 0.26236 0.722802 0.001309
